Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage
203,Czechia,Fungicides and Bactericides,Agricultural Use,t,2021,1511.0,eastern europe,5.0
203,Czechia,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,382.0,eastern europe,5.0
203,Czechia,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,39.0,eastern europe,5.0
203,Czechia,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,26.0,eastern europe,5.0
203,Czechia,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,408.0,eastern europe,5.0
203,Czechia,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,4.0,eastern europe,5.0
203,Czechia,Fung & Bact - nes,Agricultural Use,t,2021,653.0,eastern europe,5.0
203,Czechia,Plant Growth Regulators,Agricultural Use,t,2021,605.0,eastern europe,5.0
203,Czechia,Rodenticides,Agricultural Use,t,2021,4.0,eastern europe,5.0
203,Czechia,Other Pesticides nes,Agricultural Use,t,2021,201.0,eastern europe,5.0
208,Denmark,Pesticides (total),Agricultural Use,t,2021,2975.0,northern europe,11.69
208,Denmark,Pesticides (total),Use per area of cropland,kg/ha,2021,1.25,northern europe,11.69
208,Denmark,Pesticides (total),Use per capita,kg/cap,2021,0.51,northern europe,11.69
208,Denmark,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.3,northern europe,11.69
208,Denmark,Insecticides,Agricultural Use,t,2021,60.0,northern europe,11.69
208,Denmark,Insecticides â€“ Carbamates,Agricultural Use,t,2021,3.0,northern europe,11.69
208,Denmark,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,19.0,northern europe,11.69
208,Denmark,Insecticides - nes,Agricultural Use,t,2021,38.0,northern europe,11.69
208,Denmark,Herbicides,Agricultural Use,t,2021,2254.0,northern europe,11.69
208,Denmark,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,61.0,northern europe,11.69
208,Denmark,Herbicides â€“ Triazines,Agricultural Use,t,2021,40.0,northern europe,11.69
208,Denmark,Herbicides â€“ Amides,Agricultural Use,t,2021,137.0,northern europe,11.69
208,Denmark,Herbicides â€“ Carbamates,Agricultural Use,t,2021,35.0,northern europe,11.69
208,Denmark,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,11.0,northern europe,11.69
208,Denmark,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,34.0,northern europe,11.69
208,Denmark,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,11.0,northern europe,11.69
208,Denmark,Herbicides â€“ Bipiridils,Agricultural Use,t,2021,7.0,northern europe,11.69
208,Denmark,Herbicides - nes,Agricultural Use,t,2021,1918.0,northern europe,11.69
208,Denmark,Fungicides and Bactericides,Agricultural Use,t,2021,499.0,northern europe,11.69
208,Denmark,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,2.0,northern europe,11.69
208,Denmark,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,9.0,northern europe,11.69
208,Denmark,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,234.0,northern europe,11.69
208,Denmark,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,2.0,northern europe,11.69
208,Denmark,Fung & Bact - nes,Agricultural Use,t,2021,252.0,northern europe,11.69
208,Denmark,Plant Growth Regulators,Agricultural Use,t,2021,153.0,northern europe,11.69
208,Denmark,Rodenticides,Agricultural Use,t,2021,1.0,northern europe,11.69
208,Denmark,Other Pesticides nes,Agricultural Use,t,2021,8.0,northern europe,11.69
233,Estonia,Pesticides (total),Agricultural Use,t,2021,886.0,northern europe,11.69
233,Estonia,Pesticides (total),Use per area of cropland,kg/ha,2021,1.26,northern europe,11.69
233,Estonia,Pesticides (total),Use per capita,kg/cap,2021,0.67,northern europe,11.69
233,Estonia,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.94,northern europe,11.69
233,Estonia,Insecticides,Agricultural Use,t,2021,8.0,northern europe,11.69
233,Estonia,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,5.0,northern europe,11.69
233,Estonia,Insecticides - nes,Agricultural Use,t,2021,4.0,northern europe,11.69
233,Estonia,Herbicides,Agricultural Use,t,2021,607.0,northern europe,11.69
233,Estonia,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,66.0,northern europe,11.69
233,Estonia,Herbicides â€“ Triazines,Agricultural Use,t,2021,1.0,northern europe,11.69
233,Estonia,Herbicides â€“ Amides,Agricultural Use,t,2021,65.0,northern europe,11.69
233,Estonia,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,9.0,northern europe,11.69
233,Estonia,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,2.0,northern europe,11.69
233,Estonia,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,7.0,northern europe,11.69
233,Estonia,Herbicides â€“ Bipiridils,Agricultural Use,t,2021,2.0,northern europe,11.69
233,Estonia,Herbicides - nes,Agricultural Use,t,2021,455.0,northern europe,11.69
233,Estonia,Fungicides and Bactericides,Agricultural Use,t,2021,150.0,northern europe,11.69
233,Estonia,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,7.0,northern europe,11.69
233,Estonia,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,65.0,northern europe,11.69
233,Estonia,Fung & Bact - nes,Agricultural Use,t,2021,77.0,northern europe,11.69
233,Estonia,Plant Growth Regulators,Agricultural Use,t,2021,120.0,northern europe,11.69
234,Faroe Islands,Pesticides (total),Agricultural Use,t,2021,23.0,northern europe,11.69
234,Faroe Islands,Pesticides (total),Use per capita,kg/cap,2021,0.44,northern europe,11.69
234,Faroe Islands,Pesticides (total),Use per value of agricultural production,g/Int$,2021,3.62,northern europe,11.69
234,Faroe Islands,Insecticides,Agricultural Use,t,2021,2.0,northern europe,11.69
234,Faroe Islands,Herbicides,Agricultural Use,t,2021,1.0,northern europe,11.69
234,Faroe Islands,Fungicides and Bactericides,Agricultural Use,t,2021,1.0,northern europe,11.69
234,Faroe Islands,Other Pesticides nes,Agricultural Use,t,2021,19.0,northern europe,11.69
246,Finland,Pesticides (total),Agricultural Use,t,2021,4100.0,northern europe,11.69
246,Finland,Pesticides (total),Use per area of cropland,kg/ha,2021,1.82,northern europe,11.69
246,Finland,Pesticides (total),Use per capita,kg/cap,2021,0.74,northern europe,11.69
246,Finland,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.39,northern europe,11.69
246,Finland,Insecticides,Agricultural Use,t,2021,16.0,northern europe,11.69
246,Finland,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,2.0,northern europe,11.69
246,Finland,Insecticides - nes,Agricultural Use,t,2021,2.0,northern europe,11.69
246,Finland,Herbicides,Agricultural Use,t,2021,1084.0,northern europe,11.69
246,Finland,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,169.0,northern europe,11.69
246,Finland,Herbicides â€“ Triazines,Agricultural Use,t,2021,19.0,northern europe,11.69
246,Finland,Herbicides â€“ Amides,Agricultural Use,t,2021,10.0,northern europe,11.69
246,Finland,Herbicides - nes,Agricultural Use,t,2021,859.0,northern europe,11.69
246,Finland,Fungicides and Bactericides,Agricultural Use,t,2021,2938.0,northern europe,11.69
246,Finland,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,43.0,northern europe,11.69
246,Finland,Fung & Bact - nes,Agricultural Use,t,2021,2858.0,northern europe,11.69
246,Finland,Plant Growth Regulators,Agricultural Use,t,2021,49.0,northern europe,11.69
246,Finland,Other Pesticides nes,Agricultural Use,t,2021,13.0,northern europe,11.69
250,France,Pesticides (total),Agricultural Use,t,2021,70100.0,western europe,7.84
250,France,Pesticides (total),Use per area of cropland,kg/ha,2021,3.89,western europe,7.84
250,France,Pesticides (total),Use per capita,kg/cap,2021,1.06,western europe,7.84
250,France,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.23,western europe,7.84
250,France,Insecticides,Agricultural Use,t,2021,6960.0,western europe,7.84
250,France,Insecticides â€“ Chlorinated Hydrocarbons,Agricultural Use,t,2021,2.0,western europe,7.84
250,France,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,506.0,western europe,7.84
250,France,Insecticides â€“ Carbamates,Agricultural Use,t,2021,66.0,western europe,7.84
250,France,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,417.0,western europe,7.84
250,France,Insecticides - Biopesticides,Agricultural Use,t,2021,145.0,western europe,7.84
250,France,Insecticides - nes,Agricultural Use,t,2021,5715.0,western europe,7.84
250,France,Herbicides,Agricultural Use,t,2021,30281.0,western europe,7.84
250,France,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,1026.0,western europe,7.84
250,France,Herbicides â€“ Triazines,Agricultural Use,t,2021,871.0,western europe,7.84
250,France,Herbicides â€“ Amides,Agricultural Use,t,2021,5881.0,western europe,7.84
250,France,Herbicides â€“ Carbamates,Agricultural Use,t,2021,247.0,western europe,7.84
250,France,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,1992.0,western europe,7.84
250,France,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,1465.0,western europe,7.84
250,France,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,186.0,western europe,7.84
250,France,Herbicides â€“ Uracil,Agricultural Use,t,2021,76.0,western europe,7.84
250,France,Herbicides - nes,Agricultural Use,t,2021,18537.0,western europe,7.84
250,France,Fungicides and Bactericides,Agricultural Use,t,2021,29221.0,western europe,7.84
250,France,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,19923.0,western europe,7.84
250,France,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,1650.0,western europe,7.84
250,France,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,30.0,western europe,7.84
250,France,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,1860.0,western europe,7.84
250,France,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,91.0,western europe,7.84
250,France,Fung & Bact - nes,Agricultural Use,t,2021,5667.0,western europe,7.84
250,France,Plant Growth Regulators,Agricultural Use,t,2021,2355.0,western europe,7.84
250,France,Rodenticides,Agricultural Use,t,2021,1.0,western europe,7.84
250,France,Other Pesticides nes,Agricultural Use,t,2021,1282.0,western europe,7.84
276,Germany,Pesticides (total),Agricultural Use,t,2021,48712.0,western europe,7.84
276,Germany,Pesticides (total),Use per area of cropland,kg/ha,2021,4.11,western europe,7.84
276,Germany,Pesticides (total),Use per capita,kg/cap,2021,0.58,western europe,7.84
276,Germany,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.97,western europe,7.84
276,Germany,Insecticides,Agricultural Use,t,2021,20744.0,western europe,7.84
276,Germany,Insecticides â€“ Chlorinated Hydrocarbons,Agricultural Use,t,2021,15.0,western europe,7.84
276,Germany,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,5.0,western europe,7.84
276,Germany,Insecticides â€“ Carbamates,Agricultural Use,t,2021,7.0,western europe,7.84
276,Germany,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,155.0,western europe,7.84
276,Germany,Insecticides - nes,Agricultural Use,t,2021,20513.0,western europe,7.84
276,Germany,Herbicides,Agricultural Use,t,2021,16089.0,western europe,7.84
276,Germany,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,453.0,western europe,7.84
276,Germany,Herbicides â€“ Triazines,Agricultural Use,t,2021,2294.0,western europe,7.84
276,Germany,Herbicides â€“ Amides,Agricultural Use,t,2021,3545.0,western europe,7.84
276,Germany,Herbicides â€“ Carbamates,Agricultural Use,t,2021,274.0,western europe,7.84
276,Germany,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,724.0,western europe,7.84
276,Germany,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,822.0,western europe,7.84
276,Germany,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,145.0,western europe,7.84
276,Germany,Herbicides â€“ Uracil,Agricultural Use,t,2021,23.0,western europe,7.84
276,Germany,Herbicides - nes,Agricultural Use,t,2021,7809.0,western europe,7.84
276,Germany,Fungicides and Bactericides,Agricultural Use,t,2021,9693.0,western europe,7.84
276,Germany,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,3345.0,western europe,7.84
276,Germany,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,956.0,western europe,7.84
276,Germany,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,1.0,western europe,7.84
276,Germany,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,1874.0,western europe,7.84
276,Germany,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,61.0,western europe,7.84
276,Germany,Fung & Bact - nes,Agricultural Use,t,2021,3456.0,western europe,7.84
276,Germany,Plant Growth Regulators,Agricultural Use,t,2021,1995.0,western europe,7.84
276,Germany,Rodenticides,Agricultural Use,t,2021,8.0,western europe,7.84
276,Germany,Other Pesticides nes,Agricultural Use,t,2021,184.0,western europe,7.84
300,Greece,Pesticides (total),Agricultural Use,t,2021,4712.0,southern europe,8.08
300,Greece,Pesticides (total),Use per area of cropland,kg/ha,2021,1.66,southern europe,8.08
300,Greece,Pesticides (total),Use per capita,kg/cap,2021,0.45,southern europe,8.08
300,Greece,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.42,southern europe,8.08
300,Greece,Insecticides,Agricultural Use,t,2021,806.0,southern europe,8.08
300,Greece,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,61.0,southern europe,8.08
300,Greece,Insecticides â€“ Carbamates,Agricultural Use,t,2021,10.0,southern europe,8.08
300,Greece,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,32.0,southern europe,8.08
300,Greece,Insecticides - Biopesticides,Agricultural Use,t,2021,3.0,southern europe,8.08
300,Greece,Insecticides - nes,Agricultural Use,t,2021,706.0,southern europe,8.08
300,Greece,Herbicides,Agricultural Use,t,2021,1878.0,southern europe,8.08
300,Greece,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,107.0,southern europe,8.08
300,Greece,Herbicides â€“ Amides,Agricultural Use,t,2021,121.0,southern europe,8.08
300,Greece,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,223.0,southern europe,8.08
300,Greece,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,287.0,southern europe,8.08
300,Greece,Herbicides â€“ Bipiridils,Agricultural Use,t,2021,3.0,southern europe,8.08
300,Greece,Herbicides - nes,Agricultural Use,t,2021,1098.0,southern europe,8.08
300,Greece,Fungicides and Bactericides,Agricultural Use,t,2021,1651.0,southern europe,8.08
300,Greece,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,837.0,southern europe,8.08
300,Greece,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,386.0,southern europe,8.08
300,Greece,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,19.0,southern europe,8.08
300,Greece,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,41.0,southern europe,8.08
300,Greece,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,9.0,southern europe,8.08
300,Greece,Fung & Bact - nes,Agricultural Use,t,2021,360.0,southern europe,8.08
300,Greece,Plant Growth Regulators,Agricultural Use,t,2021,147.0,southern europe,8.08
300,Greece,Other Pesticides nes,Agricultural Use,t,2021,231.0,southern europe,8.08
336,Holy See,Pesticides (total),Agricultural Use,t,2021,2.0,southern europe,8.08
336,Holy See,Herbicides,Agricultural Use,t,2021,1.0,southern europe,8.08
336,Holy See,Fungicides and Bactericides,Agricultural Use,t,2021,1.0,southern europe,8.08
348,Hungary,Pesticides (total),Agricultural Use,t,2021,8879.0,eastern europe,5.0
348,Hungary,Pesticides (total),Use per area of cropland,kg/ha,2021,2.07,eastern europe,5.0
348,Hungary,Pesticides (total),Use per capita,kg/cap,2021,0.91,eastern europe,5.0
348,Hungary,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.02,eastern europe,5.0
348,Hungary,Insecticides,Agricultural Use,t,2021,586.0,eastern europe,5.0
348,Hungary,Insecticides â€“ Chlorinated Hydrocarbons,Agricultural Use,t,2021,3.0,eastern europe,5.0
348,Hungary,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,53.0,eastern europe,5.0
348,Hungary,Insecticides â€“ Carbamates,Agricultural Use,t,2021,14.0,eastern europe,5.0
348,Hungary,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,159.0,eastern europe,5.0
348,Hungary,Insecticides - nes,Agricultural Use,t,2021,356.0,eastern europe,5.0
348,Hungary,Herbicides,Agricultural Use,t,2021,4358.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,171.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Triazines,Agricultural Use,t,2021,404.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Amides,Agricultural Use,t,2021,975.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Carbamates,Agricultural Use,t,2021,7.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,269.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,97.0,eastern europe,5.0
348,Hungary,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,68.0,eastern europe,5.0
348,Hungary,Herbicides - nes,Agricultural Use,t,2021,2367.0,eastern europe,5.0
348,Hungary,Fungicides and Bactericides,Agricultural Use,t,2021,3510.0,eastern europe,5.0
348,Hungary,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,1921.0,eastern europe,5.0
348,Hungary,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,340.0,eastern europe,5.0
348,Hungary,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,66.0,eastern europe,5.0
